Sentiment,Product,Company_Name,Category,Country,State,Input_tweet
positive,Apple,Apple,Computers,United States,California,"To buy or not to buy RT @mention Before It Even Begins, Apple WinsåÊ#SXSW {link}"
positive,Apple,Apple,Computers,United States,Texas,Fear not! Now extended through Wed! --&gt; RT @mention RT @mention Last day for Apple popup is Sunday 3/13 #SXSW #AppleATXdt
positive,iPad,Apple,Electronics,United States,Texas,The power of Apple: People who have spent hundreds of dollars to attend #SXSW are spending the day waiting in line for an iPad.
positive,,,,,,Continuum of attitudes on crowdsourcing: Gap is to &quot;I hear you&quot; as Apple is to &quot;I'll tell you&quot; #sxsw
positive,iPad2,Apple,Electronics,United States,Texas,"#Apple to open a &quot;pop-up&quot; store across the street from #SXSW for two weeks? Umm, genius. If it isn't obvious... *cough (#iPad2) cough*"
Positive,Apple,Apple,Electronics,United States,Texas,The apple pop up store at #sxsw is no joke.
positive,Apple,Apple,Retail,United States,Texas,The Apple pop-up store is more attractive and impressive than many permanent retail stores. #sxsw
positive,Apple,Apple,Technology,United States,Texas,"Brilliant PR stunt, business idea and customer service response in one: Apple sets up a pop-up store at #sxsw, draws crowds, media &amp; revenue"
positive,Apple,Apple,Technology,United States,Texas,Love it . RT @mention From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw
positive,Apple,Apple,Technology,United States,Texas,"Ok,I have seen two impressive lines since I'm at #SXSW  the one at the Apple Store yesterday. &amp; the @mention party now cc @mention"
positive,iPad2,Apple,Electronics,United States,Texas,"#Apple is setting up a pop-up store in downtown Austin (to sell bajillions of iPad2s to #sxsw attendees, of course!) {link}"
Positive,Apple Store,Apple,Computers,United States,Texas,exclusive shot of #SXSW popup Apple Store! {link}
positive,Apple,Apple,Computers,United States,Texas,#apple is so smart to open a Pop-Up store in #Austin while #sxsw crowd's there.
positive,iPad,Apple,Computers,United States,Texas,so we had some information from @mention this morning that an apple store is getting build at #sxsw for two weeks.  ipad2 love? - jealous!
positive,iPad,Apple,Computers,United States,Texas,The Apple store in austin and 100 people taking a pic of it. #ipad2 #sxsw {link}
positive,Apple Store,Apple,Computers,United States,Texas,"Oh, Apple Store...you look so at home here in downtown Austin #SXSW #sxtxstate @mention Apple Store, SXSW {link} #photo"
positive,iPad 2,Apple,Technology,United States,Texas,They'd be stupid not to. // Apple is opening a temporary store in Austin for #SXSW &amp; the iPad 2 launch {link} (via @mention
positive,Apple,Apple,Technology,United States,Texas,The great talk of @mention must be the only one at #SXSW that didn't mention Apple!
positive,Apple,Apple,Computers,United States,Texas,Unveiling the pop-up Apple store in the Scarborough Building! #SXSW  {link}
positive,iPad,Apple,Computers,United States,Texas,I like to think Apple decided to sell their new iPad at #SXSW based on my suggestion - {link} Everyone... you are welcome.
positive,ipad,Apple,retail,United States,Texas,Apple set to open popup shop in core of SXSW action {link} #SXSW #Apple #ipad #retail
Positive,iPhone,Apple,Electronics,United States,Texas,Apple has two Austin stores but until this week no downtown presence. That changes with an #sxsw popup store {link} ~@mention
positive,Apple,Apple,Computers,United States,Texas,ÛÏ@mention Unloading at #apple store corner of 6th and congress in Austin. Temp store for #SXSW  {link} / dis awesome!
Positive,Apple,Apple,Computers,United States,Texas,Apple out-markets all comers at #sxsw {link}
positive,Apple,Apple,Technology,United States,Texas,Apple pop-up at #SXSW!? Ordinance on the front line! (Admission is the first step to recovery) {link}
positive,Apple,Apple,Computers,United States,Texas,Apple pop-up shop for #SXSW. How cool is that? {link}
positive,Apple Store,Apple,Computers,United States,Texas,The &quot;pop up&quot; Apple Store is packed! #sxsw
Positive,Apple,Apple,Computers,United States,Texas,Nice Move: Apple set to open popup shop in core of #SXSW action {link}
positive,iPad 2,Apple,Technology,United States,Texas,Oh My God! RT @mention It's not a rumor: Apple opening up a temporary store in downtown Austin for #SXSW &amp;iPad 2 launch {link}
positive,iPad 2,Apple,Computers,United States,Texas,Very cool! RT @mention RT @mention Not a rumor: Apple to open temporary store in dt ATX for #SXSW &amp; iPad 2 launch {link}
positive,iPad2,Apple,Electronics,United States,Texas,Brilliant!! RT @mention I've been having meetings while I'm in line at the #SXSW PopUp Apple Store for the iPad2. I love this place!
positive,iPad 2,Apple,Technology,United States,Texas,Love this!!!! RT @mention  RT @mention Not a rumor: Apple to open temporary store in dt ATX for #SXSW &amp; iPad 2 launch
positive,iPad2,Apple,Electronics,United States,Texas,"Brilliant. #Apple is setting up a pop-up store in downtown Austin (to sell tons of iPad2s to #sxsw attendees, of course!) {link}"
positive,iPad2,Apple,Electronics,United States,Texas,brilliant. RT @mention Apple set to open popup shop in core of SXSW action  - they're going to sell iPad2 at #SXSW! {link}
positive,Apple,Apple,Technology,United States,Texas,*NEW* WWW.DIVASANDDORKS.COM: Best Of Both Worlds: Apple Pop Up Store Invades SXSW {link} #sxsw
Positive,Apple,Apple,Technology,United States,Texas,Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;
positive,Apple,Apple,Technology,United States,Texas,Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to... {link}
positive,iPad2,Apple,Computers,United States,Texas,Cool! RT @mention Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw #iPad2
positive,Apple,Apple,Computers,United States,Texas,"Nice. RT @mention Hey, Apple fans! Get a peek at the space that's slated to be a pop-up #SXSW Apple Store tomorrow: {link}"
positive,Apple,Apple,Computers,United States,Texas,Haha! RT @mention If you haven't waited in line for an Apple product you're missing out on an important rite of passage. #sxsw
positive,iPad2,Apple,Computers,United States,Texas,"@mention @mention NC is buzzing #iPad2 but geekdom in Austin #SXSW will elevate, smart # Apple."
positive,Apple,Apple,Technology,United States,Texas,#justmet @mention who worked for Apple for 25 years! #SXSW
positive,Apple,Apple,Computers,Japan,,"#SXSW RT @mention WOW, Apple does the right thing in Japan, a must read: {link}"
positive,iPad2,Apple,Electronics,United States,Texas,"@mention @mention you probably know this, but #Apple is opening a Pop-Up store in Austin For #SXSW. You can et the #iPad2  there!"
Positive,Apple,Apple,Computers,United States,Texas,"Funny RT @mention Yes, there's a line in front of the all-but-confirmed pop-up Apple Store at #SXSW. {link}"
positive,Apple,Apple,Computers,United States,Texas,Now *that* is customer service ÛÓ &quot;Apple opens temporary store near #SXSW&quot; {link}
positive,Airline,Southwest Airlines,Airline,United States,Texas,The only #airline to be mentioned by Guy Kawasaki as delightful like Apple (drumroll)... @mention (!!) Congrats! #sxsw
positive,Apple,Apple,Computers,United States,Texas,My first #SXSW blog post for the @mention Grand opening of the Apple popup store {link}
positive,Apple,Apple,Computers,United States,Texas,Fear not #SXSW-ers! RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW {link}
positive,Apple,Apple,Technology,United States,Texas,"&quot;At #SXSW, Apple schools the marketing experts&quot;  {link}"
positive,Apple,Apple,Technology,United States,Texas,"#tech At #SXSW, Apple schools the marketing experts {link}"
positive,iPad 2,Apple,Technology,United States,Texas,It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch: It'... {link}
positive,MacBook Pro,Apple,Computers,United States,Texas,"Yikes, reached a new level of Apple-fanboyism last night: literally fell asleep with a MacBook Pro, iPad 2, &amp; iPhone 4 on top of me. #SXSW"
positive,iPad2,Apple,Technology,United States,Texas,"Buying iPad2? Turn in ur iPad1, Apple store wipes it clean, donates to schools. Mrs. Jobs idea. #Apple #iPad2 #SXSW"
positive,iPad,Apple,Technology,United States,Texas,Apple's taking old iPads for Teach For America (user gets a tax write-off) when you buy a new iPad. Kinda cool. #sxsw
positive,Apple,Apple,Computer,United States,Texas,My informal unscientific observation is that #Apple is by far the computer of choice at #SXSW. Hands down.  No contest.
Positive,Supply Chain,Walmart,Retail,United States,Texas,what company company has the best supply chain? Walmart and Apple #behance #sxsw
positive,Apple,Apple,Technology,United States,Texas,@mention Apple is great at turning the new into the old  #SXSW
positive,iPad2,Apple,Computers,United States,Texas,Sweet... Apple listened to us!  A temp Apple Store near #SXSW for iPad2 launch!  {link}
positive,Apple,Apple,Technology,United States,Texas,"Love the Apple pop-up store at #SXSW. So freaking smart. Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes."
positive,Apple,Apple,Computers,United States,Texas,clever - Apple set to open popup shop in core of #SXSW action {link}
positive,Apple,Apple,Computers,United States,Texas,"RE: temp Apple store--great move, they really need help with brand recognition :) In all seriousness, pretty cool. #SXSW"
positive,Apple,Apple,Technology,United States,Texas,Apple = case study of great #mktg. At #SXSW they just showed everyone up again with buzz about the &quot;pop-up store&quot;: {link}
negative,ipad2,Apple,Computers,United States,Texas,I just shat a tear. RT @mention Good news for Austin-bound Apple fanboys: {link} #sxsw #ipad2
positive,iPad2,Apple,Electronics,United States,Texas,I hear that Apple is opening a pop-up store downtown in the Scarborough building for SXSW and the iPad2. Cool. #SXSW #newapplestoreaustin
positive,Apple,Apple,Computers,United States,Texas,I love that Apple was smart enough to have a popup #SXSW store. Story (+ map!) {link} tip @mention
positive,Apple,Apple,Technology,United States,Texas,"Oh, is that my excuse:? RT @mention RT @mention at #sxsw: &quot;apple comes up with cool technology ... because they don't go to conferences&quot;"
positive,ipad2,Apple,Electronics,United States,Texas,The line at the popup Apple Store is phenomenal. #sxsw #apple #ipad2  {link}
positive,Apple,Apple,Computers,United States,Texas,"VentureBeat: RT @mention On its second day in business, the Apple pop-up store appears to be trending. #sxsw #vb (@mention  {link}"
positive,Apple,Apple,fashion,United States,Texas,"Giving away Apple gift cards in exchange 4 serious style. Find us on 6th or by the conv cntr. U look hot, we'll do the rest. #SXSW fashion"
positive,Tablet,Apple,Technology,United States,Minnesota,Apple grabbed the tablet mindshare at #sxsw but RIM owns one of the most popular events. #foodspotting #mnbuzz  {link}
Positive,Apple,Apple,Electronics,United States,Texas,Pretty excited about the Apple Pop Up Store coming to #SXSW {link}
positive,Apple,Apple,Computers,United States,Texas,"On its second day in business, the Apple pop-up store appears to be trending. #sxsw #vb (@mention Apple Store, SXSW) [pic]: {link}"
positive,MacBook Air,Apple,Computers,United States,Texas,I really could use one of those tiny MacBook Airs. Did I read that Apple set up a temporary store at SXSW? Where is it? #SXSW
positive,Apple,Apple,tech,,,"#bjdproductions Before It Even Begins, #Apple Wins #SXSW {link} #tech"
positive,iPad2,Apple,Technology,United States,Texas,That could be dangerous RT @mention Sweet...Apple listened to us!  A temp Apple Store near #SXSW for iPad2 launch!  {link}
positive,Apple,Apple,Technology,United States,Texas,Your brand focus? RT @mention 'Trust of Zappos + Likability of Virgin + Product of Apple' - recipe for success @mention #SXSW
positive,Apple,Apple,Computers,United States,Texas,makes good sense RT @mention Apple set to open popup shop in core of SXSW action {link} via @mention #SXSW
positive,iPad,Apple,Computers,United States,Texas,Just heard that Apple is opening a store in downtown Austin tomorrow to sell iPads to #SXSW attendees.
positive,Apple,Apple,Computers,United States,Texas,{link} Did you hear? AppleÛªs opening a temporary store just for #SXSW! (via @mention
positive,Apple,Apple,Technology,United States,Texas,All Packed. A few too many #Apple devices. Alarm set for 5:15am. See ya'll at #SXSW. Psyched to meet (finally) many of you guys!
positive,Apple,Apple,Technology,United States,Texas,"It's a model for one, not for all. RT @mention #sxsw &quot;apple comes up with cool tech no one's ever heard of cuz they don't go to conferences&quot;"
Positive,Apple,Apple,Electronics,Canada,NA,Counting down the days to #sxsw plus strong Canadian dollar means stock up on Apple gear
positive,Apple,Apple,Technology,United States,Texas,Apple is driving the &quot;consumerization&quot; of IT.  #empowered  #SXSW
positive,iPad,Apple,Electronics,United States,Texas,i'm already jealous // @mention Apple does a popup store just for #sxsw {link} #gonnagetanipad2
positive,Apple,Apple,Computers,United States,Texas,sure to be a total scene! RT @mention Just spoke with the Austin Apple store. They are cautiously optimistic. #nerd #sxsw
Positive,Apple,Apple,Electronics,United States,Texas,Liking the Apple pop-up store at Sixth Street and Congress Avenue @mention #SXSW
positive,iPad2,Apple,Computers,United States,Texas,"Which line at #SXSW will be longer? 3/11 at the temp Apple store for the iPad2? Or 3/14 at the Microsoft booth for IE9? [Yeah, right!] :D"
positive,ipad2,Apple,electronics,United States,Texas,Short line at the Apple pop up store in Austin. 50-60 people. #ipad2  #sxsw {link}
positive,iPad 2,Apple,Technology,United States,Texas,Smart move by Apple opening popup store for #iPad2 launch in downtown Austin during #SXSW. {link}
positive,iSack,Apple,Computers,United States,Texas,Yes! apple design wins again! RT @mention The new iSack is SOO Cool! #sxsw  {link}
positive,Apple,Apple,Technology,United States,Texas,"Hey, Apple fans! Get a peek at the space that's slated to be a pop-up #SXSW Apple Store tomorrow: {link}"
Positive,Apple,Apple,Computers,United States,Texas,"If you are going to be on foot at #SXSW, don't forget to stop by the newest Apple store in Austin: {link}"
positive,Apple,Apple,Computers,United States,California,"one of the most in-your-face ex. of stealing the show in yrs RT @mention &quot;At #SXSW, Apple schools the mkt experts&quot;  {link}"
positive,Apple,Apple,Electronics,United States,Texas,WOW! Apple pop up store downtown #Austin projecting 1/4 million+ profits this weekend alone! They may stay past this weekend #SXSW
positive,Apple,Apple,Technology,United States,Texas,"wow, apple really thought about it and #SXSW - {link}"
positive,Apple,Apple,Electronics,United States,Texas,Temp Apple store is killing it in Austin. Selling out early EVERY day. #sxsw
positive,Apple,Apple,Technology,United States,Texas,The #apple store popped up at #sxsw with a huge crowd waiting for the geek dreams to come true.  {link}
positive,Apple,Apple,Computers,United States,Texas,SXSW Apple Survival Kit - IÛªm taking more apple stuff with me to #sxsw than I am clothes {link}
negative,Apple,Apple,Technology,United States,Texas,"I may have to hide all #SXSW tweets. I think the Apple pop-up store was the final straw. Yes, I'm jealous."
negative,Apple,Apple,Computers,United States,California,"Oh, #Apple... you are ridiculous: Before It Even Begins, Apple WinsåÊ#SXSW {link} via @mention"
positive,Apple,Apple,Computers,United States,Texas,Genius idea RT @mention Apple Popup Store at #SXSW {link}
positive,Apple,Apple,Technology,United States,Texas,"#Apple steals the show (again), with pop-up #marketing at #SXSW--&gt; {link}"
positive,Apple,Apple,Technology,United States,Texas,Met the team that set up the #sxsw Apple store - set up whole place from nothing in 3 days. Great work!
positive,Apple,Apple,Computers,United States,Texas,So it appears Apple is opening a pop up store in Austin for #sxsw - the employees were trying to hide it. The Beechwood tables gave it away.
Positive,Apple,Apple,Computers,United States,Texas,Another reason to go to Austin: #Apple to open a #SXSW popup store {link}
positive,Apple,Apple,Technology,United States,Texas,What a great blog on the latest news of #SXSW ... like the opening of an #Apple store? {link} #sxsw2011 @mention
positive,Apple,Apple,Electronics,United States,Texas,I am amused at the Apple Pop-up store at #SXSW this year. Brilliant idea... just brilliant. :D {link}
positive,Apple,Apple,Technology,United States,Texas,"Free coffee by company a, free drinks on company b, free food at company c. All money saved goes to Apple. Life at #SXSW. ;)"
positive,Apple,Apple,Technology,United States,Texas,&quot;I believe in God because there is no other explanation for Apple's continued existence.&quot; Guy Kawasaki #enchantment #sxsw
positive,Apple,Apple,Technology,United States,Texas,Apple's temporary megastore at #SXSW could be model for future conferences/events: {link}
positive,Apple,Apple,Computers,United States,Texas,#Apple opening up a pop up shop in #Austin during #SXSW!? Man they are everywhere!
positive,Apple,Apple,Computers,United States,Texas,"*g* rt @mention  Love the Apple pop-up store at #SXSW. ... Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes."
positive,Apple,Apple,Technology,United States,Texas,HA! RT @mention ÛÏ@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;Û
positive,Apple,Apple,Technology,United States,Texas,Lol RT @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;
positive,Apple,Apple,Technology,United States,Texas,Lol RT @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; (via @mention
positive,Apple,Apple,Technology,United States,Texas,Lol RT @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; #AUSxSW
positive,iPad 2,Apple,Technology,United States,Texas,Woot! ÛÏ@mention It's not a rumor: Apple is opening a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link}
Positive,Pop up store,mention,Retail,United States,Texas,Pop up @mention store in Austin.   Brilliant. Long lines even at 9:30 at night #SXSW  {link}
positive,Apple,mention,Technology,United States,Texas,I hope everyone has an awesome weekend at #SXSW! I know @mention is giving away some great Apple prizes.
Positive,Apple,Apple,Technology,United States,Texas,"Apple saves SXSW, set to open pop-up store - CNET News {link} #sxsw"
positive,iPad,Apple,Electronics,United States,Texas,Well. Forget the #NFL #lockout right now. Gonna focus on getting my shinmy new iPad here in 40min #SXSW. Apple makes me happy. NFL does not
positive,iPad 2,Apple,Technology,United States,Texas,@mention great news for u and @mention and the TWiT crew. Apple is building a temporary Store for #SXSW 2011 so u can get ur ipad 2s !!
positive,Apple,Apple,technology,United States,Texas,"#technology #Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple]: Our #Brian_Lam, and the thousands... {link} #tech"
positive,Apple,Apple,technology,United States,Texas,"#technology At #SXSW, #Apple schools the marketing experts: Thousands are in town to demonstrate their social... {link} #tech"
positive,Apple,Apple,technology,United States,California,"#technology Before It Even Begins, #Apple Wins #SXSW: Over the past week, there's been a major dilemma in... {link} #tech"
Positive,Apple,Apple,Computers,United States,Texas,"To be enchanting, offer the likeability of Virgin Air, the trustworthiness of Zappos &amp; the great products of Apple. @mention #sxsw"
Positive,Apple,Apple,Technology,United States,Texas,"To be enchanting, offer the likeability of Virgin Airlines, the trustworthiness of Zappos &amp; great products of Apple. @mention #sxsw"
positive,Apple,Apple,Technology,United States,Texas,@mention Have y'all seen this? Temp Apple Store going up downtown for #SXSW. Would y'all stream from there instead? {link}
Positive,Apple,Apple,Computers,United States,Texas,"Wow, so the #apple popup store in downtown #Austin is real. Let's do this #sxsw!"
positive,iTunes,Apple,Music,United States,Texas,"Free on the #iTunes store, 22 tracks from #SXSW featured artists.. {link} Grab it before its gone.. Thanks #Apple !"
positive,Apple,Apple,Computers,United States,Texas,"Checked the #SXSW Apple store line on the way here. Man, that line is long. :) #toolongforme"
Positive,Apple,Apple,Computers,United States,Texas,"@mention heard that apple's going to open a special store, they're expecting a lot of customers from #sxsw"
positive,Apple,Apple,Electronics,United States,Texas,"@mention Hey Eric, it was at a pop-up Apple store here at #SXSW -- nice long line of tech-savvy folks ready to spend hard-earned $"
positive,iPod,Apple,Electronics,United States,Texas,"Apple's white earbuds - good symbol of our need for social proof, when the iPod launched, we all knew who had a new toy #guykawasaki #SXSW"
positive,iPad2,Apple,Electronics,United States,Texas,Just bought an #iPad2 at the downtown Austin Apple store. 5 min wait in line to get in. Salesperson Darryl was excellent. #sxsw
Positive,Apple,Apple,Electronics,United States,Texas,Great night of Interactive parties. And Congress Ave is amazing with the Apple store! #sxsw #apple
positive,mention,Apple,Technology,United States,Texas,"@mention I agree ÛÓ Apple stole what little part of the show there was. For me, @mention was the most exciting new biz concept #sxsw"
Positive,Apple,Apple,Computers,United States,Texas,"@mention i know this is a premature tweet, but i'd love to see pics of the apple pop up store at #sxsw :)"
positive,iPad2,Apple,Computers,United States,Texas,"I wonder if Apple intentionally scheduled the #iPad2 release to coincide with #SXSW. Steve Jobs, you crafty genius, youÛ_"
positive,Apple,Apple,Technology,United States,Texas,"Just in time for #SXSW in #ATX, #Apple to open a pop-up store, @mention debuts cool #Amex partnership.  #SXSW doesn't even start till Fri"
positive,ipad2,Apple,Electronics,United States,Texas,Standing in line. For the 6th time. #ipad2 #apple #sxsw #popupstore
positive,Apple,Apple,Computers,United States,Texas,It's amazing that the Apple Pop-Up Austin Store was executed so quickly. 1 week {link} via @mention #SXSW
positive,Apple,Apple,Technology,United States,Texas,A good point! RT @mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology because they don't go to conferences&quot;
positive,Apple,Apple,Technology,United States,Texas,@mention interviewed by @mention about #SXSW so far... Cat: totally agree with ur comms re #Apple brand - LOVE - no other word for it!
positive,Apple,Apple,Computers,United States,Texas,VIP @mention the apple store! #sxsw #nerdheaven
positive,Wordpress,Wordpress,Software,United States,Texas,"@sxtxstate great stuff on Fri #SXSW: Marissa Mayer (Google), Tim O'Reilly (tech books/conferences) &amp; Matt Mullenweg (Wordpress)"
negative,Google Circles,Google,Social,United States,Texas,@mention  - False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever? - {link} #Google #Circles #Social #SXSW
positive,Google,Google,Technology,United States,Texas,ÛÏ@mention @mention talking about {link} - Google's effort to allow users to have open systems #bettercloud #sxswÛ
positive,Google,Google,Event,United States,Texas,"Do it. RT @mention Come party w/ Google tonight at #sxsw! {link} - Bands, food, art, ice cream, nifty interactive maps!"
Positive,Google,Google,Technology,United States,Texas,"one thing @mention is doing so great is get a great, down to earth face to Google as a company - You can only love her #sxsw #sxwsi"
positive,Google,Google,Search,United States,Texas,"Fast, Fun &amp; Future: @mention of Google presenting at #sxsw on search, local and mobile"
positive,Google,Google,Technology,United States,Texas,".@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy"
Positive,Google,Google,Technology,United States,Texas,"Monday at #sxsw: barry diller, new york times, congress lunch, W Hotel party, Google party, six dirty martinis. How mondays should be."
positive,Bing,Google,Search,United States,Texas,Google vs Bing on #bettersearch. Bing has a shot at success w/ structured search.  Potentially higher margin CPA model vs #Google. #SXSW
positive,Fogo de ChÌÁo,Google,Food,United States,Texas,Badgeless event! Free Drinks! ÛÏ@mention Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÌÁo #sxswÛ
positive,google,Google,Technology,United States,Texas,One of my fav photos of #SXSW so far @mention &amp;  @mention #google #SXSW {link}
positive,Google,Google,Search Engine,United States,Texas,I think I fell a bit more in love with #google today. Thanks for throwing the nerd party at the speakeasy during #SxSW
positive,Google Maps,Google,Technology,United States,Texas,"Google is focusing on bridging the digital/physical divide. Eg. maps, streetview, hotpot &amp; autonomous driving. #sxsw @mention"
positive,Google Labs laptop,Google,Computers,United States,Texas,Google is giving free Google Labs laptops to open source coders who r attending this meet-up. #sxsw I got a cupcake:-)
positive,Google,Google,Social Networking,United States,Texas,"#smtravel hasn't heard - Google plans to launch a socnet in May - &quot;Circles&quot;. They have learned a lot in 5 years, lots has changed. via #sxsw"
positive,Google,Google,Technology,United States,Texas,Loved the honesty in Google's Marissa Mayer keynote: we have too many products and need to step up customer service for locations #sxsw
positive,Google,Google,Technology,United States,Texas,"google is interested in location based tech for indoor venues - businesses, convention centers etc.  Tech needs to improve first.  #sxsw"
positive,Google,Google,Event,United States,Texas,"my sister is throwing the Google sxsw party tonigh Come!! {link} Bands, food, art, ice cream, nifty interactive #sxsw"
Positive,PixieEngine,Google,Location,United States,Texas,"more that just location, PixieEngine! RT @mention Google says the future is location, location, location: {link} #SXSW #CNN"
positive,Google,Google,Social Network,United States,California,"Google to Launch Major New Social Network Called Circles, Possibly Today @mention #sxsw #sxswi - {link} via @mention"
negative,Google,Google,Technology,United States,Texas,"Google to launch product! Wait, no launch, but product exists.  Wait, product does not exist! #sxsw {link}"
Positive,Google,Google,Search Engine,United States,Texas,I've been looking forward to the google/bing q/a on website ranking all week. #sxsw
positive,Google,Google,Technology,United States,Texas,There are lots of other Google efforts helping Japan! and many other global issues. :)  RT @mention RT @mention wtf is up w/people at #sxsw
negative,Google Calendar,Google,Software,United States,Texas,"trying to make a detailed, colour coded, google calendar for #SXSW is proving to be really tough. also, when did i get this organized?!"
Positive,Google Maps,Google,Technology,United States,Texas,How could Murphy USA better serve you inside Google Maps on your phone? -Google is announcing great features in v5 #SXSW
positive,Google,Google,Technology,United States,Texas,There are no hard feelings towards Google. @mention says they would make a great partner. #checkins #sxsw #pnid
positive,Google,Google,Technology,United States,Texas,Highlight of my day was undoubtedly meeting @mention from Google for 30 seconds after her softball fancrazed preso at #SXSW
positive,Goggles,Google,Technology,United States,California,Google is reproducing digitally the way you organically consume information. Goggles is the best example of that. #SXSW #MarissaMeyer
positive,Google,Google,Social Media,United States,Texas,I like it RT @mention @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky #911tweets panel #SXSW.
Positive,Google Maps,Google,Navigation,United States,Texas,google is saving users 2 years of time with gps navigation using alternate routes w traffic #sxsw
Positive,Google,Google,Technology,United States,Texas,grabbed a seat in ballroom d to hear @mention from Google #SXSW
positive,Google,Google,Search Engine,United States,Texas,Q: Why do social sites like Delicious often have better results than Google or Bing? #qagb #sxsw
Positive,Google,Bing,Technology,United States,Texas,Following the Google/Bing QA session at #SXSW.  Great insights for webmasters #qagb
positive,Google Earth,Google,Technology,United States,Texas,Exploring the World in 3D with XML combines Google Earth w/ location of individuals to show where you've been over time. So cool! #SxSW
negative,Google,Google,Technology,United States,Texas,Among the things I am missing at #sxsw: the Google-ACLU 80's dance party.
Positive,Google,Google,Technology,United States,Texas,Listening to google q&amp;a. With what she is saying I see yelp and other services going to die... #sxsw so far interesting
negative,Google Circles,Google,Social Media,United States,Texas,"So we get to see google fail at social on another day RT @mention Okay, no Google Circles debuting at #sxsw today"
positive,TWiT,,,,,"Listening to TWiT live @mention #sxsw. Also went to boxee keg party, google robots event, saw tim ferris speak, checked out ebay hackathon!"
Positive,Google,Google,Technology,United States,Texas,#futuremf Trajan: Google has destroyed the &lt;title&gt; tag - websites SEO them. Open Graph Protocol added a clean title tag instead #sxsw
positive,Google,Google,Social Media,United States,Texas,Dense una vuelta por #socialfuel #sxsw para ver la gran diferencia..RT @mention &quot;The revolution will be clumsily translated by Google.&quot;
positive,Google,Google,Technology,United States,Texas,"Impressed with @mention from #Google. Articulate, relevant &amp; fun. #SXSW @mention Austin Convention Center {link}"
negative,Google,Bing,Search Engine,United States,Texas,"Ouch! Who won Google v Bing? @mention with all the respect, the Bing guy was invited just because they had to fill the third chair?#sxsw"
positive,Google Maps,Google,Software,United States,Texas,#Awesome - Google Maps 5.22 at #SXSW.  Great Job #Google.
positive,Google,Google,Technology,United States,Texas,"This -&gt; RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW"
positive,Google,Google,Event,United States,Texas,"Big night: Come party down with @mention and Google tonight at #sxsw: {link} Bands, food, art, interactive maps! cc: @mention"
positive,Google,Google,Search Engine,United States,Texas,Good info! RT @mention How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link}
negative,Google,Google,Technology,United States,Texas,So true!!! RT @mention 'Google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw
positive,Google,Google,Social Media,United States,Texas,[Just FYI...] BREAKING: Google to Launch Major New Social Network Called Circles...Today? {link} via @mention #sxsw #socialmedia
positive,Google,Google,Technology,United States,Texas,"At Google's scale, tiny changes (even in colors of blue) can be meaningful. There's an optimum shade of blue for links. #sxsw @mention"
positive,Google,Google,Technology,United States,Texas,Score! RT@mention Google handing out free pi for pi day! #SXSW #win
positive,Google,Google,Technology,United States,Texas,"Ideally, &quot;Google logos bring people together socially.&quot; @mention (creative lead for the google doodle team) #gsdm #googledoodle #sxsw"
negative,Google,Google,Technology,United States,Texas,"@mention &quot;I've worked at Google for over 11 years, so I've seen a lot of evil.&quot; #qagb #sxsw"
positive,Google,Google,Technology,United States,Texas,Just got a back door invite to the Google party. goona network my ass off! #SXSW
positive,Google,Google,Social Network,United States,Texas,Great idea behind #circles RT @mention &amp; @mention Google Launching Secret New Social Network Called Circles {link} #sxsw
positive,Google ice cream sandwich,Google,Food,United States,Texas,Enjoying a Google ice cream sandwich at the GSD&amp;M party...with an edible wrapper! #welivehere #gsdm #SXSW  {link}
positive,Google Earth Engine,Google,Technology,United States,Texas,"Watching a promo for Google earth engine at 'Techies can save the world, why don't they?'. Harnessing collective power for good. #sxsw"
positive,Google,Bing,Search Engine,United States,Texas,At Q&amp;A with Google and Bing on website rankings. Fun. #sxsw
