Application ID,Default_Status
20210624897,1
20210624898,0
20210624899,1
20210624900,1
20210624901,1
20210624902,1
20210624903,1
20210624904,0
20210624905,1
20210624906,1
20210624907,1
20210624908,1
20210624909,0
20210624910,1
20210624911,1
20210624912,0
20210624913,1
20210624914,1
20210624915,1
20210624916,1
20210624917,1
20210624918,1
20210624919,1
20210624920,0
20210624921,0
20210624922,1
20210624923,1
20210624924,1
20210624925,1
20210624926,1
20210624927,1
20210624928,1
20210624929,1
20210624930,1
20210624931,1
20210624932,1
20210624933,1
20210624934,1
20210624935,1
20210624936,0
20210624937,1
20210624938,1
20210624939,1
20210624940,0
20210624941,1
20210624942,1
20210624943,0
20210624944,1
20210624945,1
20210624946,1
20210624947,1
20210624948,0
20210624949,1
20210624950,1
20210624951,0
20210624952,1
20210624953,0
20210624954,1
20210624955,0
20210624956,1
20210624957,1
20210624958,0
20210624959,0
20210624960,1
20210624961,0
20210624962,1
20210624963,1
20210624964,1
20210624965,0
20210624966,1
20210624967,0
20210624968,1
20210624969,1
20210624970,1
20210624971,0
20210624972,1
20210624973,1
20210624974,1
20210624975,1
20210624976,1
20210624977,0
20210624978,1
20210624979,1
20210624980,1
20210624981,1
20210624982,0
20210624983,1
20210624984,1
20210624985,1
20210624986,1
20210624987,1
20210624988,1
20210624989,1
20210624990,1
20210624991,1
20210624992,1
20210624993,1
20210624994,1
20210624995,0
20210624996,0
20210624997,0
20210624998,1
20210624999,1
20210625000,1
20210625001,0
20210625002,1
20210625003,1
20210625004,1
20210625005,0
20210625006,1
20210625007,1
20210625008,0
20210625009,0
20210625010,0
20210625011,1
20210625012,1
20210625013,1
20210625014,1
20210625015,1
20210625016,1
20210625017,1
20210625018,1
20210625019,1
20210625020,1
20210625021,0
20210625022,0
20210625023,1
20210625024,1
20210625025,1
20210625026,1
20210625027,1
20210625028,1
20210625029,0
20210625030,1
20210625031,0
20210625032,1
20210625033,1
20210625034,0
20210625035,1
20210625036,1
20210625037,1
20210625038,1
20210625039,1
20210625040,1
20210625041,1
20210625042,0
20210625043,1
20210625044,1
20210625045,1
20210625046,1
20210625047,1
20210625048,0
20210625049,1
20210625050,1
20210625051,0
20210625052,1
20210625053,0
20210625054,1
20210625055,1
20210625056,1
20210625057,0
20210625058,1
20210625059,0
20210625060,1
20210625061,1
20210625062,1
20210625063,0
20210625064,0
20210625065,1
20210625066,1
20210625067,0
20210625068,1
20210625069,1
20210625070,1
20210625071,0
20210625072,1
20210625073,1
20210625074,0
20210625075,1
20210625076,1
20210625077,0
20210625078,0
20210625079,1
20210625080,1
20210625081,0
20210625082,0
20210625083,1
20210625084,1
20210625085,0
20210625086,1
20210625087,1
20210625088,1
20210625089,1
20210625090,1
20210625091,1
20210625092,1
20210625093,1
20210625094,1
20210625095,0
20210625096,1
20210625097,1
20210625098,0
20210625099,0
20210625100,1
20210625101,0
20210625102,0
20210625103,0
20210625104,0
20210625105,1
20210625106,0
20210625107,1
20210625108,0
20210625109,1
20210625110,0
20210625111,0
20210625112,0
20210625113,0
20210625114,1
20210625115,1
20210625116,1
20210625117,1
20210625118,1
20210625119,0
20210625120,1
20210625121,1
20210625122,1
20210625123,1
20210625124,0
20210625125,1
20210625126,1
20210625127,0
20210625128,0
20210625129,1
20210625130,1
20210625131,1
20210625132,1
20210625133,1
20210625134,1
20210625135,1
20210625136,0
20210625137,1
20210625138,1
20210625139,1
20210625140,1
20210625141,0
20210625142,0
20210625143,1
20210625144,0
20210625145,0
20210625146,1
20210625147,1
20210625148,0
20210625149,1
20210625150,1
20210625151,1
20210625152,0
20210625153,1
20210625154,1
20210625155,1
20210625156,0
20210625157,1
20210625158,1
20210625159,0
20210625160,1
20210625161,1
20210625162,1
20210625163,0
20210625164,1
20210625165,1
20210625166,1
20210625167,1
20210625168,1
20210625169,0
20210625170,1
20210625171,1
20210625172,1
20210625173,1
20210625174,0
20210625175,1
20210625176,0
20210625177,1
20210625178,1
20210625179,1
20210625180,1
20210625181,1
20210625182,1
20210625183,0
20210625184,1
20210625185,1
20210625186,1
20210625187,1
20210625188,1
20210625189,1
20210625190,0
20210625191,0
20210625192,0
20210625193,0
20210625194,1
20210625195,1
20210625196,1
20210625197,1
20210625198,1
20210625199,0
20210625200,1
20210625201,1
20210625202,1
20210625203,0
20210625204,0
20210625205,1
20210625206,1
20210625207,1
20210625208,0
20210625209,1
20210625210,1
20210625211,1
20210625212,0
20210625213,1
20210625214,0
20210625215,1
20210625216,1
20210625217,1
20210625218,1
20210625219,1
20210625220,1
20210625221,0
20210625222,0
20210625223,1
20210625224,1
20210625225,0
20210625226,0
20210625227,1
20210625228,1
20210625229,1
20210625230,1
20210625231,0
20210625232,0
20210625233,0
20210625234,1
20210625235,1
20210625236,0
20210625237,1
20210625238,1
20210625239,1
20210625240,1
20210625241,0
20210625242,1
20210625243,1
20210625244,1
20210625245,1
20210625246,0
20210625247,1
20210625248,0
20210625249,0
20210625250,0
20210625251,1
20210625252,1
20210625253,1
20210625254,1
20210625255,1
20210625256,0
20210625257,1
20210625258,0
20210625259,1
20210625260,1
20210625261,1
20210625262,1
20210625263,1
20210625264,1
20210625265,1
20210625266,0
20210625267,0
20210625268,0
20210625269,1
20210625270,1
20210625271,1
20210625272,0
20210625273,1
20210625274,0
20210625275,1
20210625276,1
20210625277,1
20210625278,0
20210625279,1
20210625280,0
20210625281,1
20210625282,0
20210625283,1
20210625284,0
20210625285,1
20210625286,1
20210625287,1
20210625288,1
20210625289,0
20210625290,1
20210625291,0
20210625292,1
20210625293,1
20210625294,0
20210625295,0
20210625296,1
20210625297,0
20210625298,1
20210625299,1
20210625300,0
20210625301,1
20210625302,0
20210625303,1
20210625304,0
20210625305,0
20210625306,0
20210625307,1
20210625308,1
20210625309,1
20210625310,1
20210625311,1
20210625312,1
20210625313,0
20210625314,1
20210625315,1
20210625316,0
20210625317,0
20210625318,1
20210625319,1
20210625320,0
20210625321,0
20210625322,1
20210625323,1
20210625324,0
20210625325,1
20210625326,1
20210625327,1
20210625328,1
20210625329,1
20210625330,1
20210625331,1
20210625332,0
20210625333,1
20210625334,1
20210625335,1
20210625336,0
20210625337,1
20210625338,1
20210625339,1
20210625340,1
20210625341,1
20210625342,0
20210625343,1
20210625344,1
20210625345,1
20210625346,1
20210625347,0
20210625348,1
20210625349,1
20210625350,0
20210625351,1
20210625352,0
20210625353,0
20210625354,1
20210625355,0
20210625356,0
20210625357,1
20210625358,1
20210625359,1
20210625360,1
20210625361,0
20210625362,0
20210625363,1
20210625364,1
20210625365,1
20210625366,1
20210625367,1
20210625368,1
20210625369,1
20210625370,1
20210625371,1
20210625372,1
20210625373,0
20210625374,1
20210625375,0
20210625376,1
20210625377,1
20210625378,1
20210625379,1
20210625380,1
20210625381,1
20210625382,1
20210625383,1
20210625384,1
20210625385,0
20210625386,0
20210625387,1
20210625388,1
20210625389,0
20210625390,0
20210625391,1
20210625392,1
20210625393,1
20210625394,0
20210625395,0
20210625396,1
20210625397,1
20210625398,1
20210625399,1
20210625400,0
20210625401,1
20210625402,1
20210625403,1
20210625404,1
20210625405,0
20210625406,1
20210625407,1
20210625408,1
20210625409,1
20210625410,1
20210625411,1
20210625412,0
20210625413,1
20210625414,0
20210625415,0
20210625416,0
20210625417,1
20210625418,0
20210625419,1
20210625420,1
20210625421,1
20210625422,0
20210625423,1
20210625424,0
20210625425,1
20210625426,1
20210625427,1
20210625428,0
20210625429,1
20210625430,1
20210625431,1
20210625432,1
20210625433,1
20210625434,0
20210625435,1
20210625436,1
20210625437,0
20210625438,1
20210625439,1
20210625440,1
20210625441,0
20210625442,1
20210625443,1
20210625444,1
20210625445,1
20210625446,0
20210625447,0
20210625448,1
20210625449,0
20210625450,0
20210625451,1
20210625452,1
20210625453,1
20210625454,1
20210625455,1
20210625456,1
20210625457,1
20210625458,1
20210625459,1
20210625460,1
20210625461,1
20210625462,1
20210625463,1
20210625464,1
20210625465,0
20210625466,1
20210625467,1
20210625468,1
20210625469,1
20210625470,1
20210625471,1
20210625472,1
20210625473,1
20210625474,1
20210625475,0
20210625476,0
20210625477,1
20210625478,1
20210625479,1
20210625480,1
20210625481,0
20210625482,1
20210625483,0
20210625484,1
20210625485,1
20210625486,1
20210625487,0
20210625488,1
20210625489,0
20210625490,1
20210625491,1
20210625492,1
20210625493,1
20210625494,0
20210625495,0
20210625496,0
20210625497,0
20210625498,0
20210625499,1
20210625500,1
20210625501,0
20210625502,1
20210625503,1
20210625504,1
20210625505,1
20210625506,0
20210625507,0
20210625508,0
20210625509,1
20210625510,0
20210625511,1
20210625512,1
20210625513,0
20210625514,1
20210625515,1
20210625516,0
20210625517,1
20210625518,0
20210625519,1
20210625520,1
20210625521,1
20210625522,0
20210625523,0
20210625524,1
20210625525,1
20210625526,1
20210625527,1
20210625528,1
20210625529,1
20210625530,1
20210625531,1
20210625532,0
20210625533,1
20210625534,1
20210625535,0
20210625536,1
20210625537,0
20210625538,1
20210625539,1
20210625540,1
20210625541,0
20210625542,0
20210625543,1
20210625544,1
20210625545,0
20210625546,1
20210625547,1
20210625548,0
20210625549,1
20210625550,1
20210625551,1
20210625552,0
20210625553,0
20210625554,0
20210625555,1
20210625556,0
20210625557,0
20210625558,0
20210625559,1
20210625560,1
20210625561,1
20210625562,1
20210625563,0
20210625564,0
20210625565,1
20210625566,1
20210625567,1
20210625568,1
20210625569,1
20210625570,1
20210625571,0
20210625572,0
20210625573,1
20210625574,0
20210625575,1
20210625576,1
20210625577,0
20210625578,0
20210625579,1
20210625580,0
20210625581,1
20210625582,1
20210625583,0
20210625584,0
20210625585,1
20210625586,1
20210625587,0
20210625588,0
20210625589,1
20210625590,0
20210625591,1
20210625592,0
20210625593,0
20210625594,0
20210625595,1
20210625596,0
20210625597,1
20210625598,1
20210625599,1
20210625600,1
20210625601,1
20210625602,1
20210625603,0
20210625604,1
20210625605,0
20210625606,0
20210625607,0
20210625608,1
20210625609,1
20210625610,0
20210625611,1
20210625612,1
20210625613,1
20210625614,1
20210625615,1
20210625616,0
20210625617,1
20210625618,1
20210625619,1
20210625620,1
20210625621,0
20210625622,1
20210625623,1
20210625624,1
20210625625,1
20210625626,1
20210625627,1
20210625628,1
20210625629,1
20210625630,1
20210625631,1
20210625632,0
20210625633,1
20210625634,1
20210625635,0
20210625636,0
20210625637,1
20210625638,1
20210625639,1
20210625640,0
20210625641,1
20210625642,1
20210625643,1
20210625644,0
20210625645,1
20210625646,1
20210625647,1
20210625648,1
20210625649,1
20210625650,1
20210625651,0
20210625652,1
20210625653,1
20210625654,1
20210625655,0
20210625656,1
20210625657,1
20210625658,1
20210625659,1
20210625660,1
20210625661,1
20210625662,0
20210625663,1
20210625664,1
20210625665,0
20210625666,1
20210625667,1
20210625668,1
20210625669,0
20210625670,0
20210625671,1
20210625672,1
20210625673,0
20210625674,1
20210625675,0
20210625676,1
20210625677,0
20210625678,0
20210625679,1
20210625680,0
20210625681,1
20210625682,1
20210625683,1
20210625684,1
20210625685,0
20210625686,1
20210625687,1
20210625688,0
20210625689,1
20210625690,0
20210625691,0
20210625692,1
20210625693,0
20210625694,1
20210625695,1
20210625696,0
20210625697,0
20210625698,1
20210625699,1
20210625700,1
20210625701,1
20210625702,1
20210625703,1
20210625704,1
20210625705,1
20210625706,1
20210625707,1
20210625708,1
20210625709,1
20210625710,0
20210625711,1
20210625712,1
20210625713,1
20210625714,1
20210625715,0
20210625716,0
20210625717,1
20210625718,0
20210625719,1
20210625720,1
20210625721,1
20210625722,1
20210625723,1
20210625724,1
20210625725,1
20210625726,1
20210625727,1
20210625728,1
20210625729,1
20210625730,1
20210625731,0
20210625732,1
20210625733,0
20210625734,1
20210625735,1
20210625736,0
20210625737,1
20210625738,1
20210625739,1
20210625740,1
20210625741,1
20210625742,1
20210625743,1
20210625744,1
20210625745,0
20210625746,0
20210625747,1
20210625748,1
20210625749,1
20210625750,1
20210625751,1
20210625752,1
20210625753,1
20210625754,0
20210625755,0
20210625756,1
20210625757,1
20210625758,0
20210625759,0
20210625760,1
20210625761,1
20210625762,1
20210625763,0
20210625764,1
20210625765,1
20210625766,0
20210625767,0
20210625768,0
20210625769,1
20210625770,1
20210625771,0
20210625772,1
20210625773,1
20210625774,0
20210625775,0
20210625776,0
20210625777,0
20210625778,1
20210625779,1
20210625780,1
20210625781,0
20210625782,1
20210625783,1
20210625784,1
20210625785,1
20210625786,1
20210625787,1
20210625788,0
20210625789,0
20210625790,0
20210625791,1
20210625792,1
20210625793,0
20210625794,1
20210625795,1
20210625796,1
20210625797,1
20210625798,1
20210625799,1
20210625800,1
20210625801,1
20210625802,0
20210625803,1
20210625804,0
20210625805,1
20210625806,1
20210625807,1
20210625808,1
20210625809,1
20210625810,1
20210625811,0
20210625812,0
20210625813,1
20210625814,0
20210625815,1
20210625816,0
20210625817,0
20210625818,1
20210625819,0
20210625820,1
20210625821,1
20210625822,1
20210625823,1
20210625824,0
20210625825,1
20210625826,1
20210625827,1
20210625828,1
20210625829,0
20210625830,1
20210625831,1
20210625832,1
20210625833,1
20210625834,0
20210625835,1
20210625836,1
20210625837,1
20210625838,1
20210625839,1
20210625840,1
20210625841,1
20210625842,1
20210625843,1
20210625844,1
20210625845,0
20210625846,1
20210625847,1
20210625848,0
20210625849,1
20210625850,1
20210625851,1
20210625852,1
20210625853,1
20210625854,0
20210625855,1
20210625856,1
20210625857,1
20210625858,1
20210625859,1
20210625860,1
20210625861,1
20210625862,1
20210625863,1
20210625864,1
20210625865,0
20210625866,0
20210625867,1
20210625868,1
20210625869,1
20210625870,1
20210625871,1
20210625872,1
20210625873,0
20210625874,1
20210625875,1
20210625876,1
20210625877,1
20210625878,0
20210625879,1
20210625880,0
20210625881,0
20210625882,1
20210625883,1
20210625884,1
20210625885,0
20210625886,0
20210625887,1
20210625888,0
20210625889,1
20210625890,1
20210625891,1
20210625892,0
20210625893,1
20210625894,0
20210625895,1
20210625896,0
20210625897,0
20210625898,0
20210625899,0
20210625900,1
20210625901,0
20210625902,0
20210625903,1
20210625904,0
20210625905,0
20210625906,1
20210625907,1
20210625908,1
20210625909,0
20210625910,0
20210625911,1
20210625912,0
20210625913,1
20210625914,0
20210625915,1
20210625916,1
20210625917,1
20210625918,1
20210625919,1
20210625920,1
20210625921,0
20210625922,1
20210625923,1
20210625924,1
20210625925,1
20210625926,1
20210625927,1
20210625928,1
20210625929,1
20210625930,1
20210625931,0
20210625932,1
20210625933,1
20210625934,0
20210625935,1
20210625936,1
20210625937,1
20210625938,1
20210625939,1
20210625940,1
20210625941,1
20210625942,1
20210625943,1
20210625944,1
20210625945,0
20210625946,1
20210625947,0
20210625948,1
20210625949,1
20210625950,1
20210625951,1
20210625952,1
20210625953,0
20210625954,1
20210625955,0
20210625956,1
20210625957,1
20210625958,0
20210625959,0
20210625960,1
20210625961,1
20210625962,1
20210625963,1
20210625964,1
20210625965,1
20210625966,0
20210625967,0
20210625968,1
20210625969,1
20210625970,1
20210625971,0
20210625972,1
20210625973,1
20210625974,1
20210625975,1
20210625976,1
20210625977,1
20210625978,0
20210625979,0
20210625980,1
20210625981,0
20210625982,1
20210625983,1
20210625984,1
20210625985,1
20210625986,1
20210625987,1
20210625988,1
20210625989,0
20210625990,1
20210625991,1
20210625992,0
20210625993,1
20210625994,1
20210625995,0
20210625996,1
20210625997,1
20210625998,1
20210625999,0
20210626000,1
20210626001,1
20210626002,1
20210626003,0
20210626004,1
20210626005,0
20210626006,0
20210626007,1
20210626008,1
20210626009,1
20210626010,1
20210626011,1
20210626012,0
20210626013,0
20210626014,0
20210626015,1
20210626016,1
20210626017,1
20210626018,1
20210626019,1
20210626020,1
20210626021,1
20210626022,0
20210626023,1
20210626024,0
20210626025,1
20210626026,1
20210626027,1
20210626028,1
20210626029,0
20210626030,0
20210626031,0
20210626032,1
20210626033,1
20210626034,1
20210626035,1
20210626036,0
20210626037,0
20210626038,1
20210626039,1
20210626040,0
20210626041,1
20210626042,0
20210626043,1
20210626044,1
20210626045,0
20210626046,1
20210626047,1
20210626048,1
20210626049,1
20210626050,1
20210626051,0
20210626052,1
20210626053,1
20210626054,1
20210626055,1
20210626056,1
20210626057,0
20210626058,1
20210626059,1
20210626060,1
20210626061,1
20210626062,1
20210626063,0
20210626064,1
20210626065,1
20210626066,0
20210626067,1
20210626068,1
20210626069,1
20210626070,0
20210626071,0
20210626072,0
20210626073,1
20210626074,1
20210626075,1
20210626076,0
20210626077,1
20210626078,1
20210626079,0
20210626080,1
20210626081,1
20210626082,0
20210626083,0
20210626084,0
20210626085,0
20210626086,0
20210626087,0
20210626088,1
20210626089,1
20210626090,0
20210626091,1
20210626092,1
20210626093,0
20210626094,1
20210626095,0
20210626096,1
20210626097,1
20210626098,1
20210626099,1
20210626100,1
20210626101,0
20210626102,1
20210626103,1
20210626104,1
20210626105,1
20210626106,0
20210626107,0
20210626108,1
20210626109,1
20210626110,1
20210626111,1
20210626112,0
20210626113,0
20210626114,1
20210626115,1
20210626116,1
20210626117,1
20210626118,1
20210626119,1
20210626120,1
20210626121,1
20210626122,1
20210626123,1
20210626124,1
20210626125,0
20210626126,1
20210626127,1
20210626128,0
20210626129,0
20210626130,1
20210626131,1
20210626132,1
20210626133,0
20210626134,1
20210626135,1
20210626136,1
20210626137,0
20210626138,0
20210626139,1
20210626140,1
20210626141,1
20210626142,1
20210626143,1
20210626144,1
20210626145,0
20210626146,1
20210626147,0
20210626148,1
20210626149,1
20210626150,0
20210626151,1
20210626152,0
20210626153,1
20210626154,1
20210626155,0
20210626156,0
20210626157,1
20210626158,0
20210626159,1
20210626160,1
20210626161,1
20210626162,1
20210626163,0
20210626164,1
20210626165,0
20210626166,0
20210626167,1
20210626168,1
20210626169,1
20210626170,0
20210626171,0
20210626172,1
20210626173,1
20210626174,1
20210626175,1
20210626176,1
20210626177,0
20210626178,1
20210626179,1
20210626180,1
20210626181,0
20210626182,1
20210626183,1
20210626184,1
20210626185,0
20210626186,1
20210626187,1
20210626188,1
20210626189,1
20210626190,0
20210626191,1
20210626192,1
20210626193,0
20210626194,0
20210626195,1
20210626196,1
20210626197,0
20210626198,0
20210626199,1
20210626200,1
20210626201,1
20210626202,1
20210626203,1
20210626204,1
20210626205,0
20210626206,1
20210626207,1
20210626208,1
20210626209,1
20210626210,1
20210626211,0
20210626212,0
20210626213,1
20210626214,1
20210626215,0
20210626216,1
20210626217,1
20210626218,0
20210626219,1
20210626220,1
20210626221,0
20210626222,0
20210626223,1
20210626224,1
20210626225,1
20210626226,1
20210626227,1
20210626228,1
20210626229,1
20210626230,0
20210626231,1
20210626232,0
20210626233,0
20210626234,0
20210626235,1
20210626236,1
20210626237,1
20210626238,1
20210626239,1
20210626240,0
20210626241,1
20210626242,1
20210626243,1
20210626244,1
20210626245,1
20210626246,1
20210626247,0
20210626248,1
20210626249,1
20210626250,1
20210626251,1
20210626252,1
20210626253,1
20210626254,1
20210626255,1
20210626256,1
20210626257,1
20210626258,1
20210626259,1
20210626260,1
20210626261,1
20210626262,1
20210626263,1
20210626264,1
20210626265,1
20210626266,0
20210626267,1
20210626268,1
20210626269,1
20210626270,0
20210626271,1
20210626272,1
20210626273,1
20210626274,1
20210626275,1
20210626276,1
20210626277,1
20210626278,1
20210626279,1
20210626280,1
20210626281,0
20210626282,0
20210626283,1
20210626284,1
20210626285,1
20210626286,1
20210626287,0
20210626288,0
20210626289,1
20210626290,1
20210626291,1
20210626292,0
20210626293,1
20210626294,1
20210626295,1
20210626296,0
20210626297,0
20210626298,0
20210626299,1
20210626300,0
20210626301,0
20210626302,0
20210626303,1
20210626304,1
20210626305,1
20210626306,1
20210626307,1
20210626308,1
20210626309,0
20210626310,1
20210626311,1
20210626312,1
20210626313,1
20210626314,1
20210626315,1
20210626316,1
20210626317,0
20210626318,0
20210626319,1
20210626320,1
20210626321,1
20210626322,1
20210626323,1
20210626324,1
20210626325,0
20210626326,1
20210626327,0
20210626328,1
20210626329,1
20210626330,1
20210626331,1
20210626332,1
20210626333,0
20210626334,1
20210626335,0
20210626336,1
20210626337,0
20210626338,1
20210626339,1
20210626340,1
20210626341,1
20210626342,0
20210626343,1
20210626344,1
20210626345,1
20210626346,1
20210626347,1
20210626348,1
20210626349,0
20210626350,0
20210626351,0
20210626352,0
20210626353,1
20210626354,0
20210626355,1
20210626356,1
20210626357,1
20210626358,1
20210626359,1
20210626360,1
20210626361,1
20210626362,1
20210626363,1
20210626364,1
20210626365,1
20210626366,1
20210626367,0
20210626368,1
20210626369,0
20210626370,1
20210626371,1
20210626372,1
20210626373,1
20210626374,0
20210626375,0
20210626376,0
20210626377,0
20210626378,1
20210626379,1
20210626380,1
20210626381,1
20210626382,1
20210626383,0
20210626384,0
20210626385,0
20210626386,0
20210626387,1
20210626388,1
20210626389,1
20210626390,1
20210626391,0
20210626392,1
20210626393,1
20210626394,0
20210626395,1
20210626396,0
20210626397,1
20210626398,1
20210626399,0
20210626400,0
20210626401,0
20210626402,0
20210626403,1
20210626404,1
20210626405,1
20210626406,1
20210626407,0
20210626408,1
20210626409,1
20210626410,1
20210626411,1
20210626412,1
20210626413,0
20210626414,0
20210626415,1
20210626416,1
20210626417,1
20210626418,1
20210626419,1
20210626420,1
20210626421,1
20210626422,1
20210626423,1
20210626424,1
20210626425,1
20210626426,1
20210626427,1
20210626428,0
20210626429,1
20210626430,0
20210626431,0
20210626432,1
20210626433,1
20210626434,1
20210626435,1
20210626436,1
20210626437,1
20210626438,1
20210626439,1
20210626440,1
20210626441,1
20210626442,1
20210626443,1
20210626444,0
20210626445,1
20210626446,0
20210626447,1
20210626448,1
20210626449,1
20210626450,0
20210626451,1
20210626452,1
20210626453,1
20210626454,1
20210626455,1
20210626456,0
20210626457,1
20210626458,1
20210626459,0
20210626460,1
20210626461,0
20210626462,1
20210626463,1
20210626464,1
20210626465,0
20210626466,0
20210626467,1
20210626468,0
20210626469,0
20210626470,1
20210626471,1
20210626472,1
20210626473,1
20210626474,1
20210626475,1
20210626476,1
20210626477,1
20210626478,1
20210626479,1
20210626480,1
20210626481,1
20210626482,1
20210626483,1
20210626484,0
20210626485,1
20210626486,0
20210626487,0
20210626488,0
20210626489,1
20210626490,1
20210626491,1
20210626492,0
20210626493,1
20210626494,1
20210626495,1
20210626496,1
20210626497,0
20210626498,0
20210626499,0
20210626500,0
20210626501,1
20210626502,1
20210626503,1
20210626504,0
20210626505,0
20210626506,0
20210626507,0
20210626508,1
20210626509,1
20210626510,1
20210626511,1
20210626512,1
20210626513,0
20210626514,1
20210626515,1
20210626516,1
20210626517,1
20210626518,0
20210626519,1
20210626520,1
20210626521,1
20210626522,1
20210626523,0
20210626524,1
20210626525,1
20210626526,1
20210626527,1
20210626528,0
20210626529,1
20210626530,1
20210626531,1
20210626532,0
20210626533,0
20210626534,1
20210626535,1
20210626536,1
20210626537,1
20210626538,1
20210626539,1
20210626540,1
20210626541,0
20210626542,1
20210626543,0
20210626544,0
20210626545,0
20210626546,1
20210626547,0
20210626548,1
20210626549,1
20210626550,1
20210626551,0
20210626552,0
20210626553,1
20210626554,1
20210626555,1
20210626556,0
20210626557,1
20210626558,1
20210626559,0
20210626560,0
20210626561,1
20210626562,0
20210626563,0
20210626564,0
20210626565,0
20210626566,1
20210626567,1
20210626568,0
20210626569,1
20210626570,0
20210626571,1
20210626572,0
20210626573,1
20210626574,1
20210626575,1
20210626576,1
20210626577,0
20210626578,1
20210626579,1
20210626580,0
20210626581,1
20210626582,1
20210626583,1
20210626584,0
20210626585,1
20210626586,1
20210626587,1
20210626588,1
20210626589,0
20210626590,1
20210626591,0
20210626592,0
20210626593,1
20210626594,1
20210626595,0
20210626596,1
20210626597,0
20210626598,1
20210626599,1
20210626600,1
20210626601,0
20210626602,0
20210626603,1
20210626604,1
20210626605,1
20210626606,1
20210626607,1
20210626608,1
20210626609,1
20210626610,0
20210626611,1
20210626612,1
20210626613,1
20210626614,1
20210626615,1
20210626616,1
20210626617,1
20210626618,1
20210626619,1
20210626620,1
20210626621,1
20210626622,1
20210626623,0
20210626624,0
20210626625,1
20210626626,1
20210626627,1
20210626628,1
20210626629,0
20210626630,1
20210626631,0
20210626632,0
20210626633,0
20210626634,0
20210626635,1
20210626636,1
20210626637,1
20210626638,0
20210626639,0
20210626640,1
20210626641,1
20210626642,1
20210626643,1
20210626644,1
20210626645,1
20210626646,1
20210626647,1
20210626648,0
20210626649,1
20210626650,0
20210626651,1
20210626652,0
20210626653,0
20210626654,1
20210626655,0
20210626656,0
20210626657,1
20210626658,1
20210626659,0
20210626660,1
20210626661,1
20210626662,1
20210626663,1
20210626664,0
20210626665,1
20210626666,1
20210626667,1
20210626668,1
20210626669,1
20210626670,1
20210626671,1
20210626672,0
20210626673,1
20210626674,1
20210626675,0
20210626676,1
20210626677,1
20210626678,1
20210626679,0
20210626680,1
20210626681,1
20210626682,0
20210626683,1
20210626684,1
20210626685,1
20210626686,1
20210626687,0
20210626688,1
20210626689,1
20210626690,1
20210626691,1
20210626692,0
20210626693,1
20210626694,0
20210626695,1
20210626696,0
20210626697,1
20210626698,1
20210626699,1
20210626700,0
20210626701,1
20210626702,0
20210626703,0
20210626704,0
20210626705,1
20210626706,1
20210626707,1
20210626708,1
20210626709,1
20210626710,0
20210626711,1
20210626712,0
20210626713,1
20210626714,1
20210626715,1
20210626716,1
20210626717,1
20210626718,1
20210626719,1
20210626720,1
20210626721,1
20210626722,1
20210626723,0
20210626724,0
20210626725,1
20210626726,0
20210626727,1
20210626728,0
20210626729,1
20210626730,1
20210626731,1
20210626732,0
20210626733,1
20210626734,1
20210626735,1
20210626736,1
20210626737,1
20210626738,1
20210626739,1
20210626740,1
20210626741,1
20210626742,1
20210626743,0
20210626744,1
20210626745,1
20210626746,1
20210626747,0
20210626748,1
20210626749,1
20210626750,1
20210626751,1
20210626752,0
20210626753,1
20210626754,1
20210626755,1
20210626756,0
20210626757,1
20210626758,0
20210626759,1
20210626760,1
20210626761,1
20210626762,1
20210626763,1
20210626764,0
20210626765,1
20210626766,1
20210626767,1
20210626768,1
20210626769,1
20210626770,1
20210626771,1
20210626772,1
20210626773,0
20210626774,1
20210626775,0
20210626776,0
20210626777,1
20210626778,1
20210626779,0
20210626780,1
20210626781,1
20210626782,1
20210626783,1
20210626784,1
20210626785,1
20210626786,1
20210626787,1
20210626788,0
20210626789,0
20210626790,0
20210626791,1
20210626792,1
20210626793,1
20210626794,1
20210626795,0
20210626796,1
20210626797,0
20210626798,1
20210626799,1
20210626800,1
20210626801,0
20210626802,1
20210626803,1
20210626804,1
20210626805,1
20210626806,1
20210626807,1
20210626808,1
20210626809,1
20210626810,1
20210626811,1
20210626812,1
20210626813,1
20210626814,1
20210626815,1
20210626816,1
20210626817,1
20210626818,1
20210626819,1
20210626820,0
20210626821,0
20210626822,1
20210626823,0
20210626824,1
20210626825,0
20210626826,1
20210626827,0
20210626828,1
20210626829,0
20210626830,1
20210626831,1
20210626832,1
20210626833,1
20210626834,1
20210626835,1
20210626836,1
20210626837,1
20210626838,0
20210626839,0
20210626840,1
20210626841,1
20210626842,1
20210626843,0
20210626844,1
20210626845,1
20210626846,1
20210626847,1
20210626848,1
20210626849,1
20210626850,1
20210626851,1
20210626852,1
20210626853,1
20210626854,0
20210626855,0
20210626856,1
20210626857,0
20210626858,1
20210626859,1
20210626860,0
20210626861,0
20210626862,1
20210626863,0
20210626864,1
20210626865,0
20210626866,1
20210626867,1
20210626868,1
20210626869,1
20210626870,1
20210626871,1
20210626872,1
20210626873,1
20210626874,1
20210626875,1
20210626876,0
20210626877,1
20210626878,0
20210626879,1
20210626880,0
20210626881,1
20210626882,1
20210626883,1
20210626884,1
20210626885,1
20210626886,0
20210626887,1
20210626888,1
20210626889,0
20210626890,0
20210626891,0
20210626892,0
20210626893,1
20210626894,1
